Date,Month,Year,Week,Source,Olive_Type,Condition,Olive_Size,Press_Method,Quantity_Olives_Tons,Oil_Quality_Score,Oil_Quantity_Tons,Waste_Fitoura_Tons,Waste_Margin_Tons,Processing_Time_Hours,Employees_Comptables,Employees_Registeurs,Employees_Ouvriers,Employees_Guards,Total_Employees,Global_Active_Power_kWh,Global_Reactive_Power_kVAr,Voltage_V,Global_Intensity_A,Total_Energy_Consumption_kWh,Water_Consumption_Liters
2021-09-30,9,2021,39,Centre,Zalmati,Rainfed,Large,Méthode en continu,23.53,75.8,6.81,12.0,4.72,9.0,1,2,2,1,6,986.96,234.66,247.8,3982.41,1221.62,22838.0
2021-09-30,9,2021,39,Sfax,Gerboui,Rainfed,Large,Méthode en continu,35.73,86.6,12.22,15.74,7.77,14.4,1,2,3,1,7,2027.09,550.9,239.4,8468.08,2577.99,31279.0
2021-10-01,10,2021,39,Sud,Zarazi,Rainfed,Large,Méthode en continu,9.75,72.8,2.02,4.71,3.02,4.1,1,2,1,1,5,422.28,92.75,248.1,1701.87,515.02,10612.0
2021-10-01,10,2021,39,Nord,Oueslati,Irrigated,Large,Traditionnel,32.73,100.0,9.88,16.35,6.5,24.2,1,1,7,1,10,1120.09,199.32,238.5,4695.73,1319.41,32134.0
2021-10-01,10,2021,39,Centre,Barouni,Irrigated,Large,Traditionnel,49.85,96.6,13.39,26.77,9.7,34.6,1,1,10,1,13,1793.69,239.87,237.1,7563.96,2033.56,45666.0
2021-10-01,10,2021,39,Centre,Oueslati,Rainfed,Large,Méthode en continu,42.52,86.7,14.64,20.91,6.97,17.1,1,2,4,1,8,2319.35,524.11,234.2,9903.67,2843.46,60621.0
2021-10-01,10,2021,39,Nord,Zarazi,Rainfed,Small,Traditionnel,34.13,88.6,7.95,19.48,6.71,25.2,1,1,7,1,10,969.68,279.5,237.6,4080.83,1249.18,29624.0
2021-10-02,10,2021,39,Nord,Zarazi,Rainfed,Small,Méthode en continu,24.51,83.3,9.28,11.31,3.92,7.9,1,2,2,1,6,1062.13,278.94,240.2,4421.32,1341.07,33751.0
2021-10-02,10,2021,39,Sud,Oueslati,Irrigated,Medium,Traditionnel,25.71,72.0,5.59,14.7,5.42,18.9,1,1,5,1,8,621.49,112.29,237.2,2620.0,733.79,17227.0
2021-10-02,10,2021,39,Sud,Oueslati,Rainfed,Small,Méthode en continu,16.42,61.9,5.2,7.55,3.67,7.4,1,2,1,1,5,747.16,161.43,237.1,3151.68,908.59,17227.0
2021-10-02,10,2021,39,Nord,Chemlali,Rainfed,Large,Méthode en continu,65.48,83.0,22.0,32.44,11.04,23.4,1,2,7,1,11,3037.85,577.68,238.3,12750.03,3615.53,87154.0
2021-10-02,10,2021,39,Centre,Chemlali,Irrigated,Medium,Méthode en continu,38.37,81.1,12.5,17.16,8.71,13.9,1,2,3,1,7,1748.4,510.9,236.4,7396.97,2259.3,55039.0
2021-10-02,10,2021,39,Sud,Chétoui,Rainfed,Large,Méthode en continu,12.45,77.2,3.87,5.51,3.07,5.6,1,2,1,1,5,744.76,100.1,237.7,3132.97,844.87,13924.0
2021-10-02,10,2021,39,Sfax,Gerboui,Rainfed,Small,Méthode en continu,6.19,73.2,2.29,2.86,1.04,3.2,1,2,1,1,5,322.84,40.68,244.1,1322.34,363.52,7921.0
2021-10-03,10,2021,39,Sfax,Chétoui,Rainfed,Medium,Méthode en continu,12.57,82.6,5.43,5.52,1.63,4.6,1,2,1,1,5,581.03,86.65,235.1,2471.39,667.68,10987.0
2021-10-03,10,2021,39,Sud,Oueslati,Irrigated,Small,Méthode en continu,24.39,78.0,7.81,12.37,4.22,9.7,1,2,2,1,6,1247.33,210.23,233.8,5335.65,1457.56,19996.0
2021-10-03,10,2021,39,Sfax,Zarazi,Rainfed,Medium,Traditionnel,42.71,73.5,9.46,26.23,7.02,30.6,1,1,10,1,13,1416.45,210.74,228.8,6190.03,1627.19,25838.0
2021-10-03,10,2021,39,Sud,Oueslati,Irrigated,Large,Traditionnel,26.24,84.1,6.88,14.48,4.89,17.1,1,1,5,1,8,776.46,122.32,238.4,3256.3,898.77,15430.0
2021-10-03,10,2021,39,Sfax,Zalmati,Rainfed,Small,Traditionnel,52.81,80.4,12.55,26.79,13.48,36.8,1,1,12,1,15,1517.06,220.03,239.3,6340.08,1737.09,36914.0
2021-10-03,10,2021,39,Sud,Oueslati,Irrigated,Small,Super-presses,23.05,82.4,6.42,10.28,6.36,12.7,1,1,3,1,6,770.1,78.71,231.6,3324.65,848.82,15882.0
2021-10-03,10,2021,39,Sfax,Barouni,Rainfed,Large,Super-presses,26.29,88.2,7.91,13.73,4.65,13.7,1,1,3,1,6,963.1,246.68,234.5,4106.45,1209.78,18853.0
2021-10-04,10,2021,40,Sfax,Chemlali,Irrigated,Small,Méthode en continu,14.85,88.4,4.84,6.4,3.61,3.5,1,2,1,1,5,619.77,150.94,237.3,2611.74,770.71,17578.0
2021-10-04,10,2021,40,Sfax,Chemlali,Rainfed,Large,Traditionnel,44.96,82.0,11.09,21.58,12.3,30.8,1,1,10,1,13,1613.58,436.79,243.0,6641.2,2050.36,29040.0
2021-10-04,10,2021,40,Sfax,Chemlali,Rainfed,Large,Méthode en continu,18.56,79.9,6.91,7.52,4.14,5.4,1,2,1,1,5,1096.8,234.41,227.0,4832.6,1331.21,23818.0
2021-10-04,10,2021,40,Nord,Oueslati,Irrigated,Large,Méthode en continu,66.4,100.0,24.05,28.64,13.71,23.1,1,2,7,1,11,3963.38,816.26,242.1,16368.24,4779.65,73710.0
2021-10-05,10,2021,40,Nord,Chemlali,Rainfed,Medium,Traditionnel,40.44,81.9,9.34,21.86,9.24,28.1,1,1,10,1,13,1295.19,366.78,236.6,5475.06,1661.98,34129.0
2021-10-05,10,2021,40,Nord,Gerboui,Irrigated,Large,Super-presses,54.3,100.0,18.14,25.69,10.47,29.9,1,1,9,1,12,2265.76,240.43,238.4,9504.66,2506.19,56864.0
2021-10-05,10,2021,40,Sud,Chemlali,Rainfed,Medium,Super-presses,9.47,64.2,1.38,5.35,2.74,6.0,1,1,1,1,4,348.39,48.29,242.0,1439.35,396.68,5131.0
2021-10-05,10,2021,40,Centre,Zalmati,Rainfed,Large,Super-presses,37.99,75.8,10.45,19.18,8.36,19.9,1,1,5,1,8,1528.06,325.11,240.0,6367.57,1853.17,36018.0
2021-10-05,10,2021,40,Centre,Zarazi,Rainfed,Large,Super-presses,20.03,79.0,5.9,11.17,2.96,11.9,1,1,3,1,6,955.31,96.16,240.6,3969.96,1051.47,18948.0
2021-10-05,10,2021,40,Centre,Oueslati,Rainfed,Medium,Méthode en continu,27.58,72.6,8.6,12.83,6.15,10.7,1,2,2,1,6,1129.85,264.9,237.2,4763.81,1394.75,29648.0
2021-10-05,10,2021,40,Sfax,Chétoui,Rainfed,Small,Traditionnel,17.98,83.1,4.8,10.04,3.15,13.6,1,1,2,1,5,564.64,123.28,248.7,2270.34,687.92,10954.0
2021-10-06,10,2021,40,Sud,Barouni,Rainfed,Small,Traditionnel,6.71,70.3,1.63,3.89,1.19,3.5,1,1,2,1,5,227.19,56.44,245.2,926.7,283.63,4643.0
2021-10-06,10,2021,40,Centre,Barouni,Irrigated,Small,Méthode en continu,38.95,86.2,14.06,16.03,8.86,15.7,1,2,3,1,7,1649.59,344.29,238.3,6921.59,1993.89,40870.0
2021-10-07,10,2021,40,Sud,Barouni,Rainfed,Large,Traditionnel,13.14,65.3,2.25,7.85,3.04,9.3,1,1,2,1,5,361.06,58.53,232.6,1552.3,419.59,7111.0
2021-10-07,10,2021,40,Centre,Zalmati,Rainfed,Large,Super-presses,38.45,71.0,10.27,21.99,6.2,21.6,1,1,5,1,8,1625.39,221.38,247.9,6557.71,1846.78,30542.0
2021-10-07,10,2021,40,Nord,Gerboui,Irrigated,Large,Super-presses,46.61,100.0,15.8,19.8,11.01,27.0,1,1,7,1,10,1494.41,183.45,242.4,6165.84,1677.85,40595.0
2021-10-07,10,2021,40,Sfax,Chétoui,Rainfed,Medium,Super-presses,31.36,74.8,9.0,16.22,6.14,17.8,1,1,5,1,8,1482.14,415.69,229.0,6472.79,1897.83,25198.0
2021-10-07,10,2021,40,Centre,Oueslati,Rainfed,Small,Super-presses,39.85,78.9,10.86,22.93,6.06,20.4,1,1,5,1,8,1633.56,235.78,244.5,6682.4,1869.34,37584.0
2021-10-07,10,2021,40,Sfax,Gerboui,Rainfed,Large,Méthode en continu,33.92,76.4,10.92,16.03,6.98,10.7,1,2,3,1,7,1731.92,229.55,247.5,6998.84,1961.47,40699.0
2021-10-08,10,2021,40,Centre,Barouni,Rainfed,Large,Méthode en continu,39.99,76.2,12.95,19.52,7.52,15.1,1,2,3,1,7,1638.38,449.66,247.4,6621.65,2088.04,38815.0
2021-10-08,10,2021,40,Nord,Chemlali,Irrigated,Medium,Méthode en continu,54.71,96.6,19.77,22.12,12.83,19.1,1,2,6,1,10,2538.08,509.33,240.8,10541.95,3047.41,65392.0
2021-10-08,10,2021,40,Centre,Chétoui,Rainfed,Large,Méthode en continu,28.56,81.3,9.83,11.76,6.96,10.8,1,2,2,1,6,1482.18,193.99,232.4,6377.49,1676.17,35829.0
2021-10-08,10,2021,40,Sfax,Barouni,Rainfed,Medium,Traditionnel,16.08,82.4,4.4,7.85,3.83,13.1,1,1,2,1,5,392.33,71.72,235.5,1665.7,464.05,13046.0
2021-10-09,10,2021,40,Sud,Oueslati,Rainfed,Small,Traditionnel,17.39,65.2,3.47,10.21,3.71,11.7,1,1,2,1,5,529.4,138.19,234.3,2259.88,667.59,9575.0
2021-10-09,10,2021,40,Sud,Oueslati,Irrigated,Medium,Traditionnel,30.23,71.7,7.1,16.32,6.8,21.3,1,1,7,1,10,854.18,175.1,241.0,3543.81,1029.28,17998.0
2021-10-09,10,2021,40,Sfax,Chétoui,Rainfed,Large,Traditionnel,30.11,84.8,7.16,16.42,6.53,21.8,1,1,7,1,10,956.36,227.42,242.2,3948.34,1183.78,22618.0
2021-10-09,10,2021,40,Centre,Zalmati,Rainfed,Large,Méthode en continu,13.9,78.8,4.86,6.14,2.9,4.6,1,2,1,1,5,755.78,217.6,234.9,3217.46,973.37,17136.0
2021-10-09,10,2021,40,Sfax,Barouni,Rainfed,Small,Super-presses,41.88,71.8,11.21,19.16,11.51,23.9,1,1,7,1,10,1517.58,302.06,244.1,6216.81,1819.64,29717.0
2021-10-09,10,2021,40,Sfax,Oueslati,Irrigated,Medium,Méthode en continu,36.47,100.0,12.44,18.7,5.33,12.2,1,2,3,1,7,2125.84,390.68,235.0,9045.62,2516.52,38362.0
2021-10-09,10,2021,40,Sfax,Zarazi,Rainfed,Small,Méthode en continu,22.92,76.0,6.96,9.63,6.33,8.8,1,2,2,1,6,945.45,276.97,246.5,3835.47,1222.42,20025.0
2021-10-09,10,2021,40,Nord,Chétoui,Rainfed,Large,Méthode en continu,51.32,96.8,18.66,24.19,8.47,18.0,1,2,6,1,10,3062.55,542.09,245.5,12472.53,3604.64,80126.0
2021-10-09,10,2021,40,Centre,Chemlali,Rainfed,Small,Super-presses,28.62,63.2,7.75,14.13,6.74,16.2,1,1,3,1,6,1198.5,119.86,242.1,4950.15,1318.36,21176.0
2021-10-09,10,2021,40,Sfax,Zalmati,Irrigated,Small,Méthode en continu,72.81,74.2,23.43,30.52,18.86,26.0,1,2,8,1,12,4043.55,859.85,233.9,17286.81,4903.39,75782.0
2021-10-10,10,2021,40,Sfax,Chemlali,Rainfed,Small,Traditionnel,26.82,71.1,5.3,16.07,5.46,18.9,1,1,5,1,8,833.81,198.74,244.6,3409.15,1032.55,22683.0
2021-10-10,10,2021,40,Centre,Zarazi,Rainfed,Medium,Méthode en continu,19.81,69.6,5.35,9.17,5.29,7.7,1,2,1,1,5,1047.24,106.79,238.4,4392.9,1154.02,28209.0
2021-10-10,10,2021,40,Sfax,Zarazi,Rainfed,Small,Méthode en continu,43.58,68.4,12.72,22.98,7.88,14.4,1,2,4,1,8,2571.59,713.62,240.5,10691.81,3285.21,44303.0
2021-10-10,10,2021,40,Sud,Gerboui,Rainfed,Large,Super-presses,14.98,75.1,3.96,7.92,3.1,7.3,1,1,1,1,4,637.16,133.57,243.2,2619.93,770.73,8943.0
2021-10-11,10,2021,41,Nord,Oueslati,Irrigated,Small,Traditionnel,67.27,100.0,16.62,39.99,10.66,46.8,1,1,15,1,18,2035.24,236.34,238.5,8532.2,2271.57,69934.0
2021-10-11,10,2021,41,Sfax,Barouni,Rainfed,Small,Super-presses,31.76,68.9,9.0,13.67,9.09,16.3,1,1,5,1,8,1388.67,377.5,231.4,6001.17,1766.18,27096.0
2021-10-11,10,2021,41,Centre,Zalmati,Rainfed,Large,Méthode en continu,27.21,70.3,8.64,13.39,5.18,8.8,1,2,2,1,6,1239.77,371.8,240.0,5165.12,1611.57,27422.0
2021-10-11,10,2021,41,Sud,Oueslati,Rainfed,Medium,Méthode en continu,7.33,74.5,2.92,3.18,1.22,3.1,1,2,1,1,5,364.28,84.57,250.8,1452.57,448.85,7837.0
2021-10-11,10,2021,41,Centre,Barouni,Irrigated,Medium,Méthode en continu,37.13,82.7,12.51,16.77,7.85,11.9,1,2,3,1,7,2177.23,256.48,244.2,8915.37,2433.72,51765.0
2021-10-12,10,2021,41,Sud,Gerboui,Rainfed,Large,Méthode en continu,12.27,68.1,3.22,5.88,3.17,2.7,1,2,1,1,5,500.43,81.95,237.2,2110.08,582.38,10950.0
2021-10-12,10,2021,41,Nord,Oueslati,Rainfed,Medium,Super-presses,82.79,90.7,25.25,41.76,15.78,45.6,1,1,14,1,17,3262.75,784.13,238.1,13704.74,4046.87,83495.0
2021-10-12,10,2021,41,Centre,Chemlali,Rainfed,Medium,Super-presses,26.69,69.6,6.6,12.58,7.5,14.0,1,1,3,1,6,1258.45,201.24,236.3,5326.07,1459.69,20693.0
2021-10-12,10,2021,41,Centre,Chemlali,Rainfed,Small,Super-presses,15.01,66.1,4.29,8.09,2.64,8.7,1,1,1,1,4,593.01,140.5,237.5,2496.56,733.51,14015.0
2021-10-13,10,2021,41,Nord,Chemlali,Rainfed,Small,Méthode en continu,55.79,86.2,19.01,26.03,10.74,19.0,1,2,6,1,10,3101.92,572.91,242.2,12809.16,3674.83,81010.0
2021-10-13,10,2021,41,Centre,Oueslati,Irrigated,Medium,Méthode en continu,34.5,89.8,11.52,13.9,9.08,13.6,1,2,3,1,7,1851.38,350.24,239.7,7724.65,2201.62,37649.0
2021-10-13,10,2021,41,Nord,Chemlali,Rainfed,Large,Méthode en continu,42.3,95.2,15.35,20.33,6.62,14.6,1,2,4,1,8,1790.03,488.0,236.9,7556.61,2278.03,58590.0
2021-10-13,10,2021,41,Nord,Chétoui,Rainfed,Large,Méthode en continu,69.51,89.8,23.25,28.55,17.72,25.5,1,2,7,1,11,4029.25,1074.3,231.7,17392.4,5103.55,74588.0
2021-10-14,10,2021,41,Sud,Zarazi,Rainfed,Large,Méthode en continu,14.53,71.3,4.12,8.24,2.17,5.8,1,2,1,1,5,751.46,134.51,237.7,3161.2,885.97,15750.0
2021-10-14,10,2021,41,Nord,Gerboui,Rainfed,Medium,Méthode en continu,72.76,80.7,23.48,35.91,13.37,25.2,1,2,8,1,12,3546.35,509.43,244.0,14532.59,4055.79,104697.0
2021-10-14,10,2021,41,Nord,Oueslati,Irrigated,Large,Super-presses,113.15,100.0,36.65,47.41,29.08,62.7,1,1,19,1,22,3997.01,546.72,232.7,17176.48,4543.73,107369.0
2021-10-14,10,2021,41,Nord,Oueslati,Irrigated,Small,Traditionnel,86.96,100.0,23.56,47.87,15.53,60.1,1,1,20,1,23,2509.58,728.27,242.1,10367.35,3237.86,71482.0
2021-10-14,10,2021,41,Sfax,Barouni,Rainfed,Small,Méthode en continu,45.45,71.8,13.71,20.43,11.31,16.3,1,2,4,1,8,2403.31,683.29,236.2,10174.58,3086.6,43936.0
2021-10-14,10,2021,41,Nord,Chétoui,Rainfed,Large,Traditionnel,48.58,96.2,12.41,26.58,9.59,35.1,1,1,10,1,13,1193.59,324.96,228.1,5232.88,1518.55,37119.0
2021-10-14,10,2021,41,Sud,Chemlali,Irrigated,Large,Méthode en continu,33.8,70.0,10.44,17.86,5.5,11.2,1,2,3,1,7,1907.29,299.17,240.8,7921.33,2206.46,38515.0
2021-10-14,10,2021,41,Nord,Chétoui,Rainfed,Small,Super-presses,35.24,90.9,10.48,15.23,9.53,19.7,1,1,5,1,8,1660.39,281.29,229.4,7237.96,1941.68,25196.0
2021-10-14,10,2021,41,Sfax,Zalmati,Irrigated,Small,Méthode en continu,38.48,87.6,13.07,17.84,7.57,13.8,1,2,3,1,7,2266.2,628.54,241.3,9390.0,2894.74,42188.0
2021-10-14,10,2021,41,Sud,Zalmati,Irrigated,Small,Méthode en continu,17.84,76.0,6.35,8.98,2.51,4.1,1,2,1,1,5,763.1,112.46,246.2,3099.28,875.56,16327.0
2021-10-15,10,2021,41,Sud,Barouni,Rainfed,Small,Méthode en continu,17.94,63.4,4.9,9.79,3.25,8.9,1,2,1,1,5,1040.08,145.22,239.6,4341.76,1185.29,14454.0
2021-10-15,10,2021,41,Sud,Oueslati,Irrigated,Medium,Méthode en continu,23.51,77.8,7.71,10.21,5.59,8.2,1,2,2,1,6,1383.74,386.69,246.9,5603.97,1770.43,26124.0
2021-10-15,10,2021,41,Nord,Chétoui,Rainfed,Large,Méthode en continu,51.31,98.0,18.03,22.7,10.58,18.1,1,2,6,1,10,2974.92,864.77,237.4,12529.33,3839.7,64339.0
2021-10-15,10,2021,41,Nord,Chemlali,Rainfed,Large,Méthode en continu,51.67,86.5,17.94,21.23,12.5,17.3,1,2,6,1,10,3006.33,354.28,245.0,12272.93,3360.61,78802.0
2021-10-15,10,2021,41,Sfax,Barouni,Rainfed,Large,Méthode en continu,24.02,84.7,7.54,10.63,5.85,10.1,1,2,2,1,6,1231.57,228.46,237.4,5188.52,1460.03,24142.0
2021-10-16,10,2021,41,Sfax,Gerboui,Irrigated,Large,Traditionnel,55.19,96.4,14.06,26.51,14.62,38.7,1,1,12,1,15,1783.1,255.99,241.5,7384.47,2039.08,45976.0
2021-10-16,10,2021,41,Sud,Oueslati,Rainfed,Small,Méthode en continu,16.89,66.8,4.57,9.64,2.69,4.2,1,2,1,1,5,877.84,123.19,240.1,3656.04,1001.03,13455.0
2021-10-16,10,2021,41,Sfax,Gerboui,Irrigated,Small,Super-presses,30.71,83.1,8.44,16.13,6.15,15.6,1,1,5,1,8,1291.78,264.27,240.4,5372.68,1556.05,19612.0
2021-10-17,10,2021,41,Sud,Oueslati,Irrigated,Large,Traditionnel,14.55,87.6,3.0,8.61,2.94,10.5,1,1,2,1,5,359.88,47.89,242.4,1484.55,407.77,7473.0
2021-10-17,10,2021,41,Nord,Chemlali,Rainfed,Small,Méthode en continu,49.68,80.3,15.41,24.22,10.06,18.4,1,2,4,1,8,2909.1,864.46,237.3,12258.59,3773.56,61290.0
2021-10-17,10,2021,41,Sud,Chétoui,Irrigated,Small,Méthode en continu,19.23,76.4,5.53,10.79,2.91,7.6,1,2,1,1,5,857.93,222.91,240.1,3572.93,1080.84,16713.0
2021-10-17,10,2021,41,Sud,Oueslati,Rainfed,Large,Traditionnel,12.44,75.7,2.2,6.77,3.47,9.2,1,1,2,1,5,317.91,47.6,242.4,1311.67,365.51,9394.0
2021-10-18,10,2021,42,Nord,Barouni,Rainfed,Medium,Méthode en continu,46.04,87.3,15.7,23.48,6.86,15.8,1,2,4,1,8,1943.86,425.74,233.7,8317.86,2369.61,71823.0
2021-10-18,10,2021,42,Centre,Zarazi,Irrigated,Small,Méthode en continu,36.79,81.6,11.99,16.28,8.51,14.8,1,2,3,1,7,1563.54,267.13,241.5,6473.81,1830.66,49469.0
2021-10-18,10,2021,42,Nord,Zalmati,Irrigated,Small,Méthode en continu,85.81,89.5,28.87,40.83,16.11,31.5,1,2,9,1,13,4294.24,597.37,244.2,17586.31,4891.61,120005.0
2021-10-19,10,2021,42,Sfax,Barouni,Rainfed,Small,Méthode en continu,22.58,68.3,6.88,11.33,4.37,7.7,1,2,2,1,6,1272.05,135.4,231.0,5507.11,1407.45,21298.0
2021-10-19,10,2021,42,Centre,Zarazi,Rainfed,Small,Traditionnel,18.2,68.7,3.07,9.45,5.68,14.8,1,1,2,1,5,582.34,60.62,241.9,2407.17,642.96,14726.0
2021-10-19,10,2021,42,Sfax,Zalmati,Irrigated,Large,Traditionnel,81.81,90.4,20.49,48.48,12.83,57.8,1,1,20,1,23,2317.68,456.15,241.5,9595.87,2773.82,69039.0
2021-10-19,10,2021,42,Nord,Zalmati,Rainfed,Small,Super-presses,45.96,93.6,14.44,24.85,6.67,25.2,1,1,7,1,10,1929.08,517.21,236.9,8144.03,2446.29,43402.0
2021-10-19,10,2021,42,Nord,Gerboui,Irrigated,Large,Méthode en continu,85.47,100.0,31.62,33.65,20.2,30.9,1,2,9,1,13,4858.71,992.7,252.2,19263.03,5851.4,127595.0
2021-10-20,10,2021,42,Centre,Zarazi,Irrigated,Large,Traditionnel,42.71,83.8,10.09,23.22,9.4,29.6,1,1,10,1,13,1029.76,271.58,235.6,4370.99,1301.35,29092.0
2021-10-20,10,2021,42,Sud,Gerboui,Rainfed,Large,Méthode en continu,7.92,61.2,2.79,3.58,1.55,3.5,1,2,1,1,5,371.36,61.35,242.9,1528.94,432.71,8325.0
2021-10-20,10,2021,42,Centre,Gerboui,Rainfed,Small,Traditionnel,29.05,66.2,6.45,16.91,5.69,18.7,1,1,5,1,8,840.86,187.2,244.4,3440.77,1028.06,20261.0
2021-10-20,10,2021,42,Sud,Chétoui,Rainfed,Medium,Méthode en continu,12.54,71.7,3.32,7.35,1.87,4.2,1,2,1,1,5,585.3,127.05,243.9,2399.68,712.35,11878.0
2021-10-21,10,2021,42,Centre,Chétoui,Rainfed,Large,Méthode en continu,30.18,75.9,10.31,15.07,4.8,12.5,1,2,3,1,7,1582.5,380.53,238.3,6641.87,1963.04,40353.0
2021-10-21,10,2021,42,Nord,Chétoui,Irrigated,Medium,Super-presses,73.63,100.0,23.97,39.36,10.3,40.8,1,1,12,1,15,3281.09,736.99,245.4,13372.24,4018.08,70998.0
2021-10-21,10,2021,42,Sud,Zarazi,Rainfed,Small,Super-presses,16.08,68.1,4.36,9.24,2.47,8.6,1,1,1,1,4,766.44,118.1,237.5,3227.23,884.54,11084.0
2021-10-21,10,2021,42,Centre,Zalmati,Irrigated,Small,Méthode en continu,55.78,89.6,19.53,23.1,13.15,20.4,1,2,6,1,10,2353.72,270.61,239.8,9814.8,2624.33,70038.0
2021-10-22,10,2021,42,Sud,Zarazi,Rainfed,Small,Méthode en continu,4.58,59.4,0.72,2.5,1.36,2.2,1,2,1,1,5,190.55,45.63,243.9,781.41,236.18,4431.0
2021-10-22,10,2021,42,Sfax,Oueslati,Rainfed,Small,Traditionnel,39.45,76.4,9.54,20.52,9.39,28.4,1,1,7,1,10,1163.45,346.18,241.1,4826.37,1509.63,29459.0
2021-10-22,10,2021,42,Sfax,Chétoui,Rainfed,Small,Super-presses,42.16,84.3,12.22,18.49,11.45,23.1,1,1,7,1,10,1956.97,575.81,241.9,8091.27,2532.77,35327.0
2021-10-23,10,2021,42,Sfax,Zalmati,Rainfed,Medium,Méthode en continu,28.06,74.3,8.37,13.28,6.41,10.6,1,2,2,1,6,1676.75,190.34,243.4,6889.19,1867.09,35017.0
2021-10-23,10,2021,42,Sud,Chemlali,Irrigated,Small,Méthode en continu,30.57,65.9,8.46,16.31,5.8,11.1,1,2,3,1,7,1551.59,456.01,238.9,6494.73,2007.6,24375.0
2021-10-23,10,2021,42,Sfax,Chétoui,Rainfed,Small,Méthode en continu,37.56,86.8,12.4,15.13,10.03,12.8,1,2,3,1,7,1883.66,564.46,234.6,8030.85,2448.12,46674.0
2021-10-23,10,2021,42,Centre,Zalmati,Irrigated,Medium,Super-presses,62.41,83.6,19.38,29.79,13.25,34.2,1,1,10,1,13,2737.66,360.86,241.3,11347.13,3098.52,52243.0
2021-10-23,10,2021,42,Centre,Oueslati,Rainfed,Small,Super-presses,20.02,82.6,4.63,11.15,4.23,10.1,1,1,3,1,6,895.78,175.06,239.6,3738.59,1070.85,16310.0
2021-10-24,10,2021,42,Sfax,Gerboui,Rainfed,Small,Méthode en continu,12.32,71.1,4.12,5.61,2.59,4.8,1,2,1,1,5,673.13,146.39,244.6,2752.3,819.52,13033.0
2021-10-24,10,2021,42,Sfax,Gerboui,Rainfed,Medium,Traditionnel,19.82,75.3,4.73,10.85,4.24,12.7,1,1,2,1,5,627.72,120.15,236.6,2652.77,747.87,13699.0
2021-10-24,10,2021,42,Centre,Chétoui,Rainfed,Large,Méthode en continu,30.2,84.2,9.5,15.59,5.11,11.9,1,2,3,1,7,1604.45,417.46,233.0,6886.27,2021.91,35892.0
2021-10-25,10,2021,43,Sud,Oueslati,Rainfed,Large,Méthode en continu,12.76,78.8,3.62,7.05,2.09,4.3,1,2,1,1,5,535.54,129.0,243.0,2204.14,664.54,12954.0
2021-10-25,10,2021,43,Sfax,Zarazi,Rainfed,Large,Méthode en continu,30.95,75.4,9.9,13.8,7.26,10.9,1,2,3,1,7,1786.73,189.2,243.4,7340.68,1975.93,38254.0
2021-10-26,10,2021,43,Nord,Oueslati,Rainfed,Small,Super-presses,48.58,97.8,14.42,21.0,13.17,26.7,1,1,7,1,10,1938.25,494.01,236.7,8187.43,2432.26,48271.0
2021-10-26,10,2021,43,Nord,Gerboui,Irrigated,Small,Méthode en continu,49.85,93.1,17.68,21.59,10.58,17.1,1,2,4,1,8,2767.12,421.63,238.0,11624.57,3188.75,64461.0
2021-10-26,10,2021,43,Nord,Gerboui,Rainfed,Large,Méthode en continu,11.95,83.3,3.7,6.57,1.68,5.1,1,2,1,1,5,676.25,68.16,232.6,2907.76,744.41,14408.0
2021-10-26,10,2021,43,Nord,Oueslati,Rainfed,Small,Méthode en continu,67.99,100.0,24.68,28.19,15.13,23.2,1,2,7,1,11,3035.58,828.41,236.5,12835.72,3863.99,100066.0
2021-10-26,10,2021,43,Nord,Gerboui,Rainfed,Medium,Méthode en continu,59.67,81.6,19.74,31.48,8.45,18.6,1,2,6,1,10,3199.72,733.12,242.3,13207.15,3932.84,70839.0
2021-10-27,10,2021,43,Sfax,Chétoui,Rainfed,Small,Traditionnel,30.98,85.8,7.3,18.44,5.24,23.4,1,1,7,1,10,1076.39,138.72,241.5,4456.88,1215.1,22640.0
2021-10-27,10,2021,43,Sud,Zalmati,Rainfed,Small,Super-presses,13.58,70.1,3.56,7.06,2.95,8.0,1,1,1,1,4,605.98,82.84,252.8,2397.31,688.82,10361.0
2021-10-27,10,2021,43,Sfax,Zalmati,Rainfed,Medium,Super-presses,34.23,69.9,9.33,18.15,6.75,20.2,1,1,5,1,8,1460.24,385.66,236.8,6165.67,1845.9,23602.0
2021-10-27,10,2021,43,Sud,Chétoui,Rainfed,Small,Méthode en continu,16.47,56.1,4.47,8.18,3.81,3.5,1,2,1,1,5,905.38,248.85,240.4,3766.15,1154.23,18231.0
2021-10-27,10,2021,43,Sud,Oueslati,Rainfed,Large,Méthode en continu,21.16,75.2,6.86,11.19,3.11,6.5,1,2,2,1,6,1071.53,169.01,238.1,4501.07,1240.54,19134.0
2021-10-27,10,2021,43,Nord,Barouni,Rainfed,Medium,Traditionnel,57.78,84.2,15.0,28.76,14.02,41.3,1,1,12,1,15,1938.33,514.06,237.2,8171.35,2452.39,45134.0
2021-10-27,10,2021,43,Sfax,Barouni,Irrigated,Medium,Méthode en continu,55.79,85.8,18.25,27.2,10.33,22.0,1,2,6,1,10,2319.46,464.21,246.0,9430.46,2783.67,65404.0
