Date,Month,Year,Week,Source,Olive_Type,Condition,Olive_Size,Press_Method,Quantity_Olives_Tons,Oil_Quality_Score,Oil_Quantity_Tons,Waste_Fitoura_Tons,Waste_Margin_Tons,Processing_Time_Hours,Employees_Comptables,Employees_Registeurs,Employees_Ouvriers,Employees_Guards,Total_Employees,Global_Active_Power_kWh,Global_Reactive_Power_kVAr,Voltage_V,Global_Intensity_A,Total_Energy_Consumption_kWh,Water_Consumption_Liters,Water_Consumption_m3,Electricity_Price_TND_per_kWh,Water_Price_TND_per_m3,Electricity_Cost_TND,Water_Cost_TND,Total_Utility_Cost_TND,Hourly_Wage_Ouvriers_TND,Hourly_Wage_Comptables_TND,Hourly_Wage_Registeurs_TND,Hourly_Wage_Guards_TND,Ouvriers_Cost_TND,Comptables_Cost_TND,Registeurs_Cost_TND,Guards_Cost_TND,Total_Labor_Cost_TND,Total_Operational_Cost_TND
2021-05-10,5,2021,19,Sfax,Zarazi,Rainfed,Medium,Méthode en continu,21.19,66.8,5.81,10.48,4.9,7.7,1,2,2,1,6,985.44,173.22,242.9,4056.64,985.44,22602.0,22.602,0.352,0.2,346.875,4.52,351.395,2.5,6.0,3.5,3.0,38.526,46.231,53.937,23.116,161.81,513.205
2021-05-10,5,2021,19,Sud,Chemlali,Irrigated,Small,Traditionnel,26.06,75.5,6.43,14.98,4.66,18.2,1,1,5,1,8,845.91,110.88,239.1,3538.62,845.91,17679.0,17.679,0.352,0.2,297.761,3.536,301.297,2.5,6.0,3.5,3.0,228.046,109.462,63.853,54.731,456.092,757.389
2021-05-10,5,2021,19,Sfax,Chétoui,Rainfed,Small,Méthode en continu,26.35,87.2,8.47,11.66,6.22,9.4,1,2,2,1,6,1166.13,248.87,237.3,4913.9,1166.13,24928.0,24.928,0.352,0.2,410.479,4.986,415.465,2.5,6.0,3.5,3.0,46.931,56.317,65.703,28.159,197.11,612.575
2021-05-10,5,2021,19,Centre,Chétoui,Rainfed,Small,Méthode en continu,28.69,80.1,8.48,13.35,6.86,10.2,1,2,2,1,6,1409.94,351.66,239.8,5880.71,1409.94,35204.0,35.204,0.352,0.2,496.3,7.041,503.341,2.5,6.0,3.5,3.0,51.136,61.363,71.59,30.682,214.771,718.111
2021-05-11,5,2021,19,Sfax,Chemlali,Rainfed,Small,Méthode en continu,20.19,74.3,6.74,9.78,3.67,7.0,1,2,2,1,6,1024.4,264.39,236.7,4328.65,1024.4,18501.0,18.501,0.352,0.2,360.59,3.7,364.29,2.5,6.0,3.5,3.0,34.866,41.839,48.812,20.92,146.437,510.727
2021-05-11,5,2021,19,Nord,Oueslati,Rainfed,Medium,Super-presses,84.92,96.9,26.77,39.05,19.1,46.8,1,1,14,1,17,3819.21,652.36,233.1,16384.43,3819.21,85095.0,85.095,0.352,0.2,1344.361,17.019,1361.38,2.5,6.0,3.5,3.0,1639.321,281.026,163.932,140.513,2224.792,3586.172
2021-05-11,5,2021,19,Sud,Barouni,Irrigated,Medium,Super-presses,7.01,80.5,1.53,3.77,1.7,4.8,1,1,1,1,4,324.53,81.53,248.6,1305.58,324.53,4115.0,4.115,0.352,0.2,114.234,0.823,115.056,2.5,6.0,3.5,3.0,11.909,28.581,16.672,14.29,71.451,186.508
2021-05-11,5,2021,19,Sud,Barouni,Rainfed,Large,Méthode en continu,17.26,73.0,4.83,7.96,4.47,6.3,1,2,1,1,5,843.71,230.86,236.7,3563.78,843.71,14432.0,14.432,0.352,0.2,296.987,2.886,299.873,2.5,6.0,3.5,3.0,15.796,37.911,44.23,18.956,116.892,416.766
2021-05-11,5,2021,19,Sud,Zalmati,Rainfed,Large,Super-presses,22.35,55.2,5.5,12.31,4.53,11.2,1,1,3,1,6,715.9,89.96,240.0,2982.33,715.9,12281.0,12.281,0.352,0.2,251.996,2.456,254.452,2.5,6.0,3.5,3.0,84.124,67.299,39.258,33.65,224.33,478.782
2021-05-11,5,2021,19,Nord,Gerboui,Irrigated,Medium,Méthode en continu,35.53,100.0,13.2,17.8,4.52,14.3,1,2,3,1,7,2007.78,307.07,235.6,8522.64,2007.78,52189.0,52.189,0.352,0.2,706.738,10.438,717.176,2.5,6.0,3.5,3.0,106.958,85.566,99.828,42.783,335.135,1052.311
2021-05-12,5,2021,19,Nord,Oueslati,Rainfed,Small,Méthode en continu,51.13,85.6,16.94,23.85,10.34,17.1,1,2,6,1,10,2712.24,786.84,247.4,10963.2,2712.24,67663.0,67.663,0.352,0.2,954.71,13.533,968.243,2.5,6.0,3.5,3.0,255.792,102.317,119.369,51.158,528.636,1496.879
2021-05-12,5,2021,19,Nord,Zarazi,Irrigated,Medium,Méthode en continu,79.69,99.0,29.3,37.01,13.38,27.2,1,2,8,1,12,4034.27,483.2,241.5,16705.4,4034.27,91398.0,91.398,0.352,0.2,1420.062,18.28,1438.341,2.5,6.0,3.5,3.0,544.915,163.475,190.72,81.737,980.848,2419.189
2021-05-12,5,2021,19,Centre,Oueslati,Rainfed,Small,Super-presses,19.81,77.0,4.71,9.25,5.86,12.4,1,1,1,1,4,903.29,158.17,227.0,3978.38,903.29,15776.0,15.776,0.352,0.2,317.958,3.155,321.113,2.5,6.0,3.5,3.0,30.934,74.241,43.307,37.12,185.601,506.714
2021-05-13,5,2021,19,Nord,Oueslati,Rainfed,Medium,Super-presses,75.97,94.2,23.65,41.09,11.23,41.2,1,1,12,1,15,2952.51,849.66,240.1,12298.63,2952.51,61183.0,61.183,0.352,0.2,1039.284,12.237,1051.52,2.5,6.0,3.5,3.0,1236.685,247.337,144.28,123.669,1751.971,2803.491
2021-05-13,5,2021,19,Centre,Zalmati,Rainfed,Small,Super-presses,35.08,78.2,9.35,19.65,6.08,19.5,1,1,5,1,8,1255.93,253.61,233.4,5380.36,1255.93,28958.0,28.958,0.352,0.2,442.087,5.792,447.879,2.5,6.0,3.5,3.0,243.31,116.789,68.127,58.394,486.62,934.499
2021-05-14,5,2021,19,Sud,Chemlali,Rainfed,Medium,Méthode en continu,25.81,57.4,7.97,13.07,4.77,8.5,1,2,2,1,6,1472.78,424.29,240.1,6134.47,1472.78,20085.0,20.085,0.352,0.2,518.419,4.017,522.436,2.5,6.0,3.5,3.0,42.472,50.967,59.461,25.483,178.384,700.821
2021-05-14,5,2021,19,Sud,Zarazi,Irrigated,Medium,Traditionnel,35.82,74.2,8.66,17.74,9.42,26.1,1,1,7,1,10,991.65,106.31,243.3,4076.5,991.65,26896.0,26.896,0.352,0.2,349.059,5.379,354.439,2.5,6.0,3.5,3.0,456.586,156.544,91.317,78.272,782.719,1137.157
2021-05-15,5,2021,19,Nord,Barouni,Rainfed,Small,Méthode en continu,48.63,96.8,17.67,19.69,11.26,18.1,1,2,4,1,8,2221.2,490.89,236.5,9392.28,2221.2,69093.0,69.093,0.352,0.2,781.864,13.819,795.683,2.5,6.0,3.5,3.0,181.222,108.733,126.855,54.367,471.176,1266.859
2021-05-15,5,2021,19,Nord,Chétoui,Rainfed,Small,Traditionnel,49.49,99.3,13.25,25.54,10.69,34.2,1,1,10,1,13,1636.01,449.07,232.9,7025.6,1636.01,39597.0,39.597,0.352,0.2,575.875,7.919,583.794,2.5,6.0,3.5,3.0,856.061,205.455,119.849,102.727,1284.092,1867.886
2021-05-15,5,2021,19,Centre,Chétoui,Irrigated,Large,Méthode en continu,69.91,91.0,25.12,27.32,17.47,23.7,1,2,7,1,11,3110.36,900.93,246.7,12609.2,3110.36,93072.0,93.072,0.352,0.2,1094.846,18.614,1113.46,2.5,6.0,3.5,3.0,414.996,142.284,165.998,71.142,794.42,1907.88
2021-05-15,5,2021,19,Sfax,Zarazi,Irrigated,Small,Méthode en continu,46.69,89.6,15.42,20.16,11.11,16.6,1,2,4,1,8,2751.61,402.34,240.3,11448.53,2751.61,43790.0,43.79,0.352,0.2,968.566,8.758,977.324,2.5,6.0,3.5,3.0,165.774,99.465,116.042,49.732,431.014,1408.337
2021-05-15,5,2021,19,Sfax,Oueslati,Rainfed,Medium,Méthode en continu,17.21,85.4,6.92,6.79,3.5,5.8,1,2,1,1,5,698.24,99.3,235.2,2968.87,698.24,18086.0,18.086,0.352,0.2,245.782,3.617,249.399,2.5,6.0,3.5,3.0,14.485,34.764,40.558,17.382,107.188,356.587
2021-05-16,5,2021,19,Nord,Zarazi,Rainfed,Small,Super-presses,34.91,78.7,9.05,19.03,6.83,18.0,1,1,5,1,8,1238.97,359.29,244.9,5058.62,1238.97,36184.0,36.184,0.352,0.2,436.116,7.237,443.353,2.5,6.0,3.5,3.0,224.902,107.953,62.973,53.976,449.804,893.157
2021-05-16,5,2021,19,Sfax,Barouni,Rainfed,Large,Méthode en continu,27.66,74.7,8.73,13.94,4.99,9.7,1,2,2,1,6,1603.15,431.6,244.6,6554.97,1603.15,28411.0,28.411,0.352,0.2,564.307,5.682,569.989,2.5,6.0,3.5,3.0,48.618,58.341,68.065,29.171,204.195,774.184
2021-05-17,5,2021,20,Sud,Chemlali,Irrigated,Large,Méthode en continu,22.82,74.4,6.86,10.54,5.41,5.5,1,2,2,1,6,1137.37,314.33,242.6,4688.62,1137.37,23016.0,23.016,0.352,0.2,400.356,4.603,404.959,2.5,6.0,3.5,3.0,27.642,33.171,38.699,16.585,116.098,521.057
2021-05-18,5,2021,20,Centre,Gerboui,Irrigated,Medium,Méthode en continu,38.65,86.3,12.86,19.76,6.03,14.3,1,2,3,1,7,1665.07,378.15,231.1,7205.44,1665.07,52574.0,52.574,0.352,0.2,586.105,10.515,596.62,2.5,6.0,3.5,3.0,107.096,85.677,99.956,42.838,335.567,932.186
2021-05-18,5,2021,20,Centre,Gerboui,Irrigated,Medium,Méthode en continu,68.05,81.9,21.07,35.91,11.07,23.2,1,2,7,1,11,3352.77,430.19,242.3,13837.79,3352.77,78480.0,78.48,0.352,0.2,1180.175,15.696,1195.871,2.5,6.0,3.5,3.0,406.167,139.257,162.467,69.629,777.52,1973.39
2021-05-18,5,2021,20,Nord,Oueslati,Rainfed,Large,Méthode en continu,23.52,100.0,8.31,10.0,5.21,6.9,1,2,2,1,6,1100.26,223.49,242.2,4543.03,1100.26,26641.0,26.641,0.352,0.2,387.29,5.328,392.618,2.5,6.0,3.5,3.0,34.541,41.449,48.358,20.725,145.073,537.691
2021-05-18,5,2021,20,Nord,Zalmati,Rainfed,Medium,Super-presses,55.95,88.8,17.03,23.48,15.43,30.2,1,1,9,1,12,2487.21,412.04,247.1,10064.94,2487.21,40301.0,40.301,0.352,0.2,875.499,8.06,883.559,2.5,6.0,3.5,3.0,678.936,181.05,105.612,90.525,1056.123,1939.682
2021-05-18,5,2021,20,Centre,Chemlali,Rainfed,Small,Traditionnel,31.89,74.7,7.66,14.65,9.57,25.1,1,1,7,1,10,1124.82,257.36,240.7,4673.88,1124.82,26673.0,26.673,0.352,0.2,395.938,5.335,401.273,2.5,6.0,3.5,3.0,438.617,150.383,87.723,75.191,751.914,1153.187
2021-05-18,5,2021,20,Nord,Zarazi,Rainfed,Medium,Super-presses,38.49,88.3,11.47,18.79,8.23,20.6,1,1,5,1,8,1517.12,369.66,238.0,6374.44,1517.12,29386.0,29.386,0.352,0.2,534.026,5.877,539.903,2.5,6.0,3.5,3.0,257.223,123.467,72.023,61.734,514.447,1054.35
2021-05-19,5,2021,20,Centre,Zalmati,Irrigated,Small,Traditionnel,57.06,72.6,13.31,28.96,14.79,40.8,1,1,12,1,15,1409.57,278.04,236.5,5960.1,1409.57,41523.0,41.523,0.352,0.2,496.17,8.305,504.475,2.5,6.0,3.5,3.0,1225.208,245.042,142.941,122.521,1735.712,2240.187
2021-05-19,5,2021,20,Nord,Zalmati,Rainfed,Small,Méthode en continu,43.84,79.4,13.51,20.71,9.62,13.4,1,2,4,1,8,2195.08,577.09,232.6,9435.2,2195.08,65253.0,65.253,0.352,0.2,772.668,13.051,785.719,2.5,6.0,3.5,3.0,133.755,80.253,93.628,40.126,347.763,1133.482
2021-05-19,5,2021,20,Sud,Chemlali,Irrigated,Small,Méthode en continu,21.64,72.7,6.51,11.49,3.65,8.1,1,2,2,1,6,1121.88,124.93,230.7,4862.26,1121.88,17225.0,17.225,0.352,0.2,394.901,3.445,398.346,2.5,6.0,3.5,3.0,40.672,48.806,56.941,24.403,170.823,569.168
2021-05-19,5,2021,20,Sud,Zalmati,Rainfed,Large,Méthode en continu,16.26,71.8,6.0,6.73,3.53,4.6,1,2,1,1,5,804.78,201.94,246.0,3271.0,804.78,16937.0,16.937,0.352,0.2,283.283,3.387,286.67,2.5,6.0,3.5,3.0,11.394,27.345,31.902,13.672,84.313,370.984
2021-05-19,5,2021,20,Sud,Gerboui,Rainfed,Medium,Méthode en continu,15.6,52.4,3.92,9.04,2.63,5.7,1,2,1,1,5,636.47,172.83,241.9,2630.64,636.47,17860.0,17.86,0.352,0.2,224.037,3.572,227.609,2.5,6.0,3.5,3.0,14.312,34.349,40.074,17.175,105.911,333.52
2021-05-19,5,2021,20,Nord,Barouni,Rainfed,Small,Méthode en continu,46.78,90.4,15.78,22.29,8.7,17.6,1,2,4,1,8,2413.86,511.59,240.6,10034.5,2413.86,51995.0,51.995,0.352,0.2,849.678,10.399,860.077,2.5,6.0,3.5,3.0,175.938,105.563,123.157,52.781,457.438,1317.516
2021-05-20,5,2021,20,Centre,Zalmati,Rainfed,Large,Méthode en continu,19.54,80.8,6.75,9.23,3.56,5.6,1,2,1,1,5,1082.51,249.16,242.0,4473.67,1082.51,27512.0,27.512,0.352,0.2,381.044,5.502,386.547,2.5,6.0,3.5,3.0,14.1,33.84,39.481,16.92,104.342,490.888
2021-05-20,5,2021,20,Centre,Zalmati,Rainfed,Large,Super-presses,36.52,78.1,10.96,17.56,7.99,19.6,1,1,5,1,8,1570.12,359.86,229.8,6831.32,1570.12,34445.0,34.445,0.352,0.2,552.681,6.889,559.57,2.5,6.0,3.5,3.0,244.832,117.519,68.553,58.76,489.663,1049.233
2021-05-20,5,2021,20,Sfax,Barouni,Rainfed,Large,Méthode en continu,35.43,76.4,10.98,16.4,8.05,13.5,1,2,3,1,7,1631.67,481.47,244.3,6680.19,1631.67,33002.0,33.002,0.352,0.2,574.349,6.6,580.949,2.5,6.0,3.5,3.0,101.19,80.952,94.444,40.476,317.061,898.011
2021-05-20,5,2021,20,Centre,Barouni,Rainfed,Small,Super-presses,45.06,71.3,13.33,24.59,7.13,23.2,1,1,7,1,10,2022.19,321.25,240.0,8427.21,2022.19,42326.0,42.326,0.352,0.2,711.811,8.465,720.276,2.5,6.0,3.5,3.0,406.858,139.494,81.372,69.747,697.47,1417.746
2021-05-21,5,2021,20,Sud,Zalmati,Rainfed,Small,Super-presses,8.32,69.7,3.03,3.74,1.55,4.9,1,1,1,1,4,378.04,40.33,233.5,1618.89,378.04,5211.0,5.211,0.352,0.2,133.069,1.042,134.111,2.5,6.0,3.5,3.0,12.237,29.368,17.131,14.684,73.42,207.531
2021-05-21,5,2021,20,Centre,Zarazi,Rainfed,Small,Méthode en continu,43.01,71.6,13.05,18.76,11.2,14.5,1,2,4,1,8,2491.18,298.34,246.2,10116.8,2491.18,60517.0,60.517,0.352,0.2,876.895,12.103,888.998,2.5,6.0,3.5,3.0,145.319,87.191,101.723,43.596,377.829,1266.827
2021-05-21,5,2021,20,Nord,Barouni,Rainfed,Large,Super-presses,36.88,89.4,11.0,15.88,10.0,19.9,1,1,5,1,8,1669.69,469.61,244.5,6828.12,1669.69,34727.0,34.727,0.352,0.2,587.73,6.945,594.676,2.5,6.0,3.5,3.0,248.126,119.101,69.475,59.55,496.252,1090.928
2021-05-21,5,2021,20,Nord,Gerboui,Rainfed,Large,Méthode en continu,53.21,92.8,18.47,25.06,9.68,18.4,1,2,6,1,10,2826.58,460.87,237.6,11896.28,2826.58,65914.0,65.914,0.352,0.2,994.956,13.183,1008.138,2.5,6.0,3.5,3.0,275.391,110.156,128.516,55.078,569.141,1577.279
2021-05-21,5,2021,20,Nord,Oueslati,Rainfed,Large,Méthode en continu,71.11,99.6,25.67,35.29,10.15,23.9,1,2,8,1,12,2951.47,410.88,241.2,12237.33,2951.47,104660.0,104.66,0.352,0.2,1038.916,20.932,1059.848,2.5,6.0,3.5,3.0,478.038,143.411,167.313,71.706,860.468,1920.317
2021-05-21,5,2021,20,Sfax,Chemlali,Rainfed,Medium,Méthode en continu,21.36,76.0,6.36,9.21,5.79,6.8,1,2,2,1,6,1054.87,162.15,236.5,4460.8,1054.87,19388.0,19.388,0.352,0.2,371.314,3.878,375.192,2.5,6.0,3.5,3.0,34.084,40.901,47.718,20.451,143.154,518.346
2021-05-21,5,2021,20,Centre,Zalmati,Rainfed,Medium,Super-presses,12.4,67.2,2.89,6.57,2.94,5.8,1,1,1,1,4,542.84,55.14,236.1,2298.74,542.84,10076.0,10.076,0.352,0.2,191.079,2.015,193.094,2.5,6.0,3.5,3.0,14.598,35.036,20.437,17.518,87.589,280.683
2021-05-21,5,2021,20,Centre,Zalmati,Rainfed,Large,Super-presses,30.07,72.4,8.08,13.38,8.61,18.2,1,1,5,1,8,1060.88,253.62,251.0,4226.22,1060.88,26374.0,26.374,0.352,0.2,373.431,5.275,378.706,2.5,6.0,3.5,3.0,227.598,109.247,63.727,54.623,455.195,833.901
2021-05-21,5,2021,20,Sud,Oueslati,Rainfed,Large,Traditionnel,8.0,75.0,1.76,3.95,2.29,4.8,1,1,2,1,5,213.17,34.86,238.1,895.12,213.17,4278.0,4.278,0.352,0.2,75.035,0.856,75.891,2.5,6.0,3.5,3.0,23.81,28.572,16.667,14.286,83.335,159.226
2021-05-22,5,2021,20,Centre,Zarazi,Rainfed,Small,Méthode en continu,33.53,70.6,9.75,15.45,8.34,10.8,1,2,3,1,7,1949.22,292.21,244.6,7970.04,1949.22,39433.0,39.433,0.352,0.2,686.124,7.887,694.01,2.5,6.0,3.5,3.0,81.336,65.068,75.913,32.534,254.851,948.861
2021-05-22,5,2021,20,Sfax,Zarazi,Irrigated,Small,Super-presses,32.68,80.4,8.81,16.2,7.67,18.0,1,1,5,1,8,1247.41,196.09,234.7,5315.95,1247.41,26727.0,26.727,0.352,0.2,439.088,5.345,444.433,2.5,6.0,3.5,3.0,224.718,107.865,62.921,53.932,449.435,893.869
2021-05-22,5,2021,20,Sud,Chemlali,Rainfed,Large,Méthode en continu,9.42,55.1,2.25,4.79,2.37,3.4,1,2,1,1,5,508.19,144.9,240.5,2112.85,508.19,8492.0,8.492,0.352,0.2,178.884,1.698,180.582,2.5,6.0,3.5,3.0,8.395,20.148,23.506,10.074,62.124,242.706
2021-05-22,5,2021,20,Centre,Barouni,Rainfed,Large,Méthode en continu,26.3,75.2,8.1,12.3,5.9,12.1,1,2,2,1,6,1216.63,193.47,241.5,5037.99,1216.63,34501.0,34.501,0.352,0.2,428.254,6.9,435.154,2.5,6.0,3.5,3.0,60.323,72.388,84.452,36.194,253.357,688.511
2021-05-22,5,2021,20,Nord,Zarazi,Rainfed,Small,Traditionnel,41.14,82.6,9.85,19.05,12.24,28.6,1,1,10,1,13,1133.54,326.68,237.3,4776.78,1133.54,40900.0,40.9,0.352,0.2,399.006,8.18,407.186,2.5,6.0,3.5,3.0,716.007,171.842,100.241,85.921,1074.011,1481.197
2021-05-22,5,2021,20,Centre,Zarazi,Rainfed,Large,Traditionnel,7.95,80.4,1.97,4.36,1.62,3.6,1,1,2,1,5,282.77,75.39,239.1,1182.53,282.77,6083.0,6.083,0.352,0.2,99.534,1.217,100.751,2.5,6.0,3.5,3.0,18.206,21.847,12.744,10.924,63.722,164.473
2021-05-23,5,2021,20,Sfax,Zarazi,Rainfed,Medium,Super-presses,41.08,79.1,11.72,21.05,8.31,24.5,1,1,7,1,10,1964.35,432.94,243.5,8067.38,1964.35,31961.0,31.961,0.352,0.2,691.451,6.392,697.843,2.5,6.0,3.5,3.0,427.963,146.73,85.593,73.365,733.651,1431.494
2021-05-23,5,2021,20,Sfax,Barouni,Irrigated,Small,Méthode en continu,43.05,87.7,14.8,17.25,11.0,15.8,1,2,4,1,8,1847.29,554.02,245.6,7520.57,1847.29,44424.0,44.424,0.352,0.2,650.248,8.885,659.133,2.5,6.0,3.5,3.0,158.027,94.816,110.619,47.408,410.871,1070.003
2021-05-23,5,2021,20,Sfax,Oueslati,Rainfed,Small,Méthode en continu,21.84,91.1,7.17,9.32,5.35,8.3,1,2,2,1,6,1172.14,230.1,245.6,4771.68,1172.14,25165.0,25.165,0.352,0.2,412.593,5.033,417.626,2.5,6.0,3.5,3.0,41.495,49.795,58.094,24.897,174.281,591.907
2021-05-23,5,2021,20,Nord,Zalmati,Irrigated,Small,Super-presses,66.26,94.5,21.1,30.94,14.22,35.7,1,1,10,1,13,2719.84,283.41,239.7,11346.56,2719.84,65696.0,65.696,0.352,0.2,957.384,13.139,970.523,2.5,6.0,3.5,3.0,893.65,214.476,125.111,107.238,1340.475,2310.999
2021-05-23,5,2021,20,Sud,Zarazi,Rainfed,Large,Méthode en continu,13.74,68.1,4.56,6.88,2.29,5.3,1,2,1,1,5,557.79,152.52,234.2,2382.17,557.79,11102.0,11.102,0.352,0.2,196.341,2.22,198.561,2.5,6.0,3.5,3.0,13.196,31.671,36.949,15.835,97.651,296.212
2021-05-24,5,2021,21,Sud,Barouni,Irrigated,Large,Méthode en continu,29.6,84.8,10.38,15.37,3.85,8.6,1,2,2,1,6,1196.89,141.66,234.7,5098.86,1196.89,30475.0,30.475,0.352,0.2,421.307,6.095,427.401,2.5,6.0,3.5,3.0,43.106,51.728,60.349,25.864,181.047,608.448
2021-05-25,5,2021,21,Sud,Gerboui,Irrigated,Medium,Méthode en continu,18.67,65.5,5.77,10.09,2.81,8.1,1,2,1,1,5,784.29,127.2,234.6,3343.01,784.29,20660.0,20.66,0.352,0.2,276.07,4.132,280.202,2.5,6.0,3.5,3.0,20.334,48.802,56.935,24.401,150.471,430.674
2021-05-25,5,2021,21,Sfax,Oueslati,Irrigated,Large,Méthode en continu,52.77,100.0,19.37,25.54,7.85,18.2,1,2,6,1,10,2188.83,556.52,242.2,9038.62,2188.83,56040.0,56.04,0.352,0.2,770.469,11.208,781.677,2.5,6.0,3.5,3.0,273.129,109.252,127.46,54.626,564.467,1346.145
2021-05-26,5,2021,21,Nord,Chemlali,Rainfed,Small,Méthode en continu,41.17,88.6,13.08,20.3,7.79,14.8,1,2,4,1,8,1938.18,323.14,236.4,8198.05,1938.18,52225.0,52.225,0.352,0.2,682.241,10.445,692.686,2.5,6.0,3.5,3.0,148.406,89.043,103.884,44.522,385.855,1078.541
2021-05-26,5,2021,21,Sfax,Oueslati,Rainfed,Small,Méthode en continu,33.16,84.8,11.8,13.29,8.08,12.7,1,2,3,1,7,1370.07,402.35,244.7,5598.73,1370.07,38744.0,38.744,0.352,0.2,482.266,7.749,490.015,2.5,6.0,3.5,3.0,95.117,76.093,88.775,38.047,298.032,788.047
2021-05-26,5,2021,21,Centre,Gerboui,Irrigated,Small,Méthode en continu,68.59,81.3,22.21,30.63,15.75,25.2,1,2,7,1,11,3099.46,430.59,239.2,12959.8,3099.46,74746.0,74.746,0.352,0.2,1091.008,14.949,1105.958,2.5,6.0,3.5,3.0,441.612,151.41,176.645,75.705,845.372,1951.33
2021-05-26,5,2021,21,Nord,Chétoui,Rainfed,Small,Méthode en continu,59.75,94.5,20.53,26.03,13.19,21.4,1,2,6,1,10,3583.43,542.89,242.5,14777.72,3583.43,65050.0,65.05,0.352,0.2,1261.366,13.01,1274.376,2.5,6.0,3.5,3.0,320.474,128.19,149.555,64.095,662.313,1936.689
2021-05-26,5,2021,21,Sfax,Gerboui,Rainfed,Small,Traditionnel,9.08,79.1,2.36,5.13,1.59,5.9,1,1,2,1,5,251.25,57.98,237.5,1057.96,251.25,6348.0,6.348,0.352,0.2,88.439,1.27,89.708,2.5,6.0,3.5,3.0,29.375,35.25,20.562,17.625,102.812,192.521
2021-05-26,5,2021,21,Sfax,Oueslati,Rainfed,Small,Super-presses,39.79,89.9,11.63,18.45,9.71,21.9,1,1,5,1,8,1422.58,289.82,241.6,5887.37,1422.58,26225.0,26.225,0.352,0.2,500.747,5.245,505.992,2.5,6.0,3.5,3.0,273.736,131.393,76.646,65.697,547.473,1053.465
2021-05-26,5,2021,21,Sud,Gerboui,Rainfed,Medium,Traditionnel,9.28,63.5,1.98,4.81,2.49,6.3,1,1,2,1,5,276.88,59.65,230.2,1202.77,276.88,6485.0,6.485,0.352,0.2,97.462,1.297,98.759,2.5,6.0,3.5,3.0,31.444,37.733,22.011,18.867,110.055,208.814
2021-05-27,5,2021,21,Nord,Barouni,Rainfed,Small,Méthode en continu,66.21,74.8,20.22,36.43,9.56,23.7,1,2,7,1,11,2845.13,520.44,252.9,11251.48,2845.13,72259.0,72.259,0.352,0.2,1001.484,14.452,1015.936,2.5,6.0,3.5,3.0,414.559,142.135,165.824,71.067,793.584,1809.52
2021-05-27,5,2021,21,Nord,Chemlali,Rainfed,Small,Méthode en continu,40.73,83.4,13.31,18.38,9.04,14.7,1,2,4,1,8,1641.32,274.03,248.7,6599.83,1641.32,63233.0,63.233,0.352,0.2,577.743,12.647,590.39,2.5,6.0,3.5,3.0,146.783,88.07,102.748,44.035,381.636,972.026
2021-05-27,5,2021,21,Centre,Oueslati,Rainfed,Medium,Super-presses,29.82,74.8,7.71,16.34,5.77,15.7,1,1,3,1,6,1321.22,196.81,232.6,5679.81,1321.22,21434.0,21.434,0.352,0.2,465.069,4.287,469.356,2.5,6.0,3.5,3.0,117.381,93.905,54.778,46.952,313.017,782.373
2021-05-27,5,2021,21,Sud,Chemlali,Rainfed,Medium,Traditionnel,12.72,76.1,3.09,6.39,3.24,7.9,1,1,2,1,5,369.0,52.5,242.5,1521.57,369.0,8974.0,8.974,0.352,0.2,129.89,1.795,131.684,2.5,6.0,3.5,3.0,39.37,47.244,27.559,23.622,137.794,269.478
2021-05-27,5,2021,21,Sud,Zalmati,Rainfed,Medium,Super-presses,18.96,61.4,5.27,10.89,2.8,8.8,1,1,1,1,4,830.46,218.34,238.6,3481.25,830.46,13094.0,13.094,0.352,0.2,292.323,2.619,294.942,2.5,6.0,3.5,3.0,21.94,52.656,30.716,26.328,131.641,426.582
2021-05-28,5,2021,21,Sfax,Zarazi,Rainfed,Medium,Méthode en continu,37.79,80.7,12.29,17.74,7.76,15.3,1,2,3,1,7,1821.53,487.62,246.5,7388.57,1821.53,35675.0,35.675,0.352,0.2,641.177,7.135,648.312,2.5,6.0,3.5,3.0,114.589,91.671,106.949,45.835,359.044,1007.356
2021-05-28,5,2021,21,Nord,Chétoui,Rainfed,Small,Méthode en continu,52.83,100.0,19.57,20.35,12.91,18.6,1,2,6,1,10,2524.42,677.37,240.5,10494.98,2524.42,67041.0,67.041,0.352,0.2,888.597,13.408,902.005,2.5,6.0,3.5,3.0,278.446,111.378,129.941,55.689,575.455,1477.46
2021-05-29,5,2021,21,Nord,Zarazi,Rainfed,Medium,Méthode en continu,55.59,81.8,18.52,28.17,8.89,19.4,1,2,6,1,10,2271.42,558.93,239.9,9468.17,2271.42,66678.0,66.678,0.352,0.2,799.54,13.336,812.876,2.5,6.0,3.5,3.0,290.802,116.321,135.707,58.16,600.99,1413.866
2021-05-29,5,2021,21,Sud,Barouni,Rainfed,Small,Traditionnel,17.32,68.6,4.32,9.78,3.22,11.5,1,1,2,1,5,498.07,65.48,246.0,2024.32,498.07,10875.0,10.875,0.352,0.2,175.319,2.175,177.494,2.5,6.0,3.5,3.0,57.699,69.239,40.39,34.62,201.948,379.442
2021-05-29,5,2021,21,Sud,Oueslati,Rainfed,Medium,Super-presses,14.76,74.7,4.54,7.46,2.76,7.3,1,1,1,1,4,581.45,105.34,239.6,2426.34,581.45,8975.0,8.975,0.352,0.2,204.669,1.795,206.464,2.5,6.0,3.5,3.0,18.349,44.039,25.689,22.019,110.096,316.56
